Date,DateValue,Price,Open,High,Low
16-04-10,40284,1.3499,1.358,1.3584,1.3473
19-04-10,40287,1.3485,1.3478,1.3498,1.3413
20-04-10,40288,1.3438,1.349,1.3524,1.3427
21-04-10,40289,1.3387,1.3437,1.3448,1.3357
22-04-10,40290,1.3293,1.3385,1.3422,1.3258
23-04-10,40291,1.3386,1.3286,1.3403,1.3202
26-04-10,40294,1.3397,1.3346,1.3398,1.3289
27-04-10,40295,1.3165,1.3396,1.3415,1.3159
28-04-10,40296,1.3214,1.3156,1.3271,1.3115
29-04-10,40297,1.3225,1.3204,1.3281,1.3183
30-04-10,40298,1.3298,1.3245,1.3345,1.3226
03-05-10,40301,1.3194,1.3342,1.3342,1.3154
04-05-10,40302,1.2982,1.3192,1.3215,1.2976
05-05-10,40303,1.2814,1.2968,1.2998,1.2789
06-05-10,40304,1.2656,1.2824,1.2856,1.2521
07-05-10,40305,1.2762,1.2633,1.28,1.2588
10-05-10,40308,1.2782,1.2933,1.3094,1.2758
11-05-10,40309,1.2655,1.2791,1.2804,1.2652
12-05-10,40310,1.2622,1.2639,1.274,1.2603
13-05-10,40311,1.253,1.2631,1.2686,1.2518
14-05-10,40312,1.2363,1.2524,1.2578,1.2355
17-05-10,40315,1.2395,1.2351,1.2416,1.2235
18-05-10,40316,1.2183,1.2395,1.2447,1.2163
19-05-10,40317,1.2429,1.2183,1.2434,1.2144
20-05-10,40318,1.2468,1.2429,1.2601,1.2298
21-05-10,40319,1.2573,1.2468,1.2675,1.2461
24-05-10,40322,1.2353,1.2546,1.2561,1.2344
25-05-10,40323,1.2365,1.2344,1.2372,1.2172
26-05-10,40324,1.2168,1.2373,1.2376,1.2164
27-05-10,40325,1.2369,1.2157,1.2395,1.2153
28-05-10,40326,1.227,1.2363,1.2455,1.2266
31-05-10,40329,1.2306,1.2273,1.2334,1.2264
01-06-10,40330,1.2227,1.2305,1.2355,1.2111
02-06-10,40331,1.2251,1.2207,1.2277,1.2174
03-06-10,40332,1.2157,1.2247,1.2327,1.2151
04-06-10,40333,1.1976,1.2165,1.2218,1.1956
07-06-10,40336,1.1915,1.1946,1.1992,1.1876
08-06-10,40337,1.1975,1.1919,1.2011,1.1901
09-06-10,40338,1.1986,1.197,1.2076,1.1923
10-06-10,40339,1.2109,1.1981,1.2143,1.1955
11-06-10,40340,1.2113,1.2109,1.2155,1.2046
14-06-10,40343,1.2218,1.2125,1.23,1.2115
15-06-10,40344,1.2324,1.2213,1.235,1.2164
16-06-10,40345,1.2308,1.2322,1.2357,1.2256
17-06-10,40346,1.238,1.2299,1.2414,1.2243
18-06-10,40347,1.2387,1.2384,1.2419,1.2354
21-06-10,40350,1.2308,1.2439,1.2469,1.2303
22-06-10,40351,1.2268,1.2322,1.2355,1.225
23-06-10,40352,1.2315,1.2264,1.2346,1.2209
24-06-10,40353,1.2334,1.2317,1.2388,1.226
25-06-10,40354,1.2377,1.233,1.2398,1.2253
28-06-10,40357,1.2279,1.2372,1.2399,1.2264
29-06-10,40358,1.2182,1.2277,1.2293,1.2152
30-06-10,40359,1.2236,1.2185,1.2306,1.2166
01-07-10,40360,1.2519,1.2235,1.254,1.2193
02-07-10,40361,1.2563,1.2517,1.2616,1.2483
05-07-10,40364,1.254,1.2557,1.2565,1.2508
06-07-10,40365,1.2624,1.2538,1.2664,1.2479
07-07-10,40366,1.2635,1.2628,1.2666,1.2553
08-07-10,40367,1.2694,1.2633,1.2712,1.262
09-07-10,40368,1.2637,1.2698,1.2725,1.2608
12-07-10,40371,1.259,1.2639,1.2647,1.2548
13-07-10,40372,1.2728,1.259,1.2739,1.2522
14-07-10,40373,1.2741,1.2723,1.2779,1.2681
15-07-10,40374,1.2939,1.2741,1.2956,1.2708
16-07-10,40375,1.2933,1.293,1.301,1.2891
19-07-10,40378,1.294,1.2893,1.2992,1.2868
20-07-10,40379,1.2886,1.2948,1.303,1.284
21-07-10,40380,1.2757,1.2881,1.2914,1.2731
22-07-10,40381,1.2891,1.2753,1.2932,1.2738
23-07-10,40382,1.2907,1.2887,1.297,1.2794
26-07-10,40385,1.2995,1.29,1.3005,1.2875
27-07-10,40386,1.2995,1.299,1.3047,1.2951
28-07-10,40387,1.2993,1.3002,1.3042,1.2965
29-07-10,40388,1.3079,1.299,1.3108,1.298
30-07-10,40389,1.3048,1.3081,1.3096,1.2981
02-08-10,40392,1.3182,1.3062,1.3197,1.3053
03-08-10,40393,1.3228,1.3181,1.3263,1.3145
04-08-10,40394,1.316,1.3229,1.3241,1.3132
05-08-10,40395,1.3192,1.3153,1.3235,1.3118
06-08-10,40396,1.3285,1.3185,1.3336,1.3158
09-08-10,40399,1.3235,1.3292,1.331,1.3216
10-08-10,40400,1.3178,1.3222,1.3235,1.3072
11-08-10,40401,1.2833,1.3176,1.3191,1.2829
12-08-10,40402,1.2824,1.2846,1.2933,1.278
13-08-10,40403,1.2752,1.283,1.2909,1.275
16-08-10,40406,1.2826,1.2761,1.2874,1.2736
17-08-10,40407,1.2881,1.2824,1.2917,1.2804
18-08-10,40408,1.2857,1.2881,1.2925,1.2823
19-08-10,40409,1.2821,1.2855,1.2903,1.2771
20-08-10,40410,1.2708,1.2821,1.2835,1.2664
23-08-10,40413,1.2658,1.2704,1.2731,1.2645
24-08-10,40414,1.2625,1.265,1.2719,1.2585
25-08-10,40415,1.2658,1.2631,1.2726,1.2604
26-08-10,40416,1.272,1.266,1.2765,1.2649
27-08-10,40417,1.2765,1.2716,1.2781,1.2679
30-08-10,40420,1.2664,1.2766,1.277,1.2658
31-08-10,40421,1.2687,1.2664,1.2744,1.2624
01-09-10,40422,1.2812,1.2686,1.2856,1.2662
02-09-10,40423,1.2826,1.2799,1.2849,1.2776
03-09-10,40424,1.2896,1.2829,1.29,1.281
06-09-10,40427,1.2873,1.2889,1.292,1.2865
07-09-10,40428,1.2683,1.2873,1.2877,1.2676
08-09-10,40429,1.2723,1.2686,1.2766,1.2661
09-09-10,40430,1.2694,1.2721,1.2767,1.2662
10-09-10,40431,1.268,1.2699,1.275,1.2645
13-09-10,40434,1.288,1.2708,1.2894,1.2703
14-09-10,40435,1.2996,1.2878,1.3034,1.2827
15-09-10,40436,1.3005,1.2993,1.3037,1.2954
16-09-10,40437,1.3076,1.3012,1.3119,1.2976
17-09-10,40438,1.3048,1.3081,1.3162,1.3019
20-09-10,40441,1.3066,1.3053,1.3121,1.3026
21-09-10,40442,1.3252,1.3062,1.3282,1.3056
22-09-10,40443,1.34,1.3253,1.3441,1.3246
23-09-10,40444,1.3312,1.3394,1.3415,1.3304
24-09-10,40445,1.3491,1.3315,1.3498,1.3287
27-09-10,40448,1.3457,1.3482,1.3509,1.3426
28-09-10,40449,1.3582,1.3445,1.3598,1.3382
29-09-10,40450,1.3629,1.3579,1.3648,1.3565
30-09-10,40451,1.3633,1.3626,1.3686,1.3561
01-10-10,40452,1.3792,1.3632,1.3796,1.362
04-10-10,40455,1.3682,1.3792,1.3793,1.3666
05-10-10,40456,1.3834,1.3679,1.3861,1.3636
06-10-10,40457,1.3937,1.3836,1.3948,1.3798
07-10-10,40458,1.3927,1.3929,1.4028,1.3855
08-10-10,40459,1.3943,1.3921,1.3986,1.3836
11-10-10,40462,1.3874,1.3994,1.4013,1.3866
12-10-10,40463,1.3925,1.3874,1.3933,1.3773
13-10-10,40464,1.3963,1.3915,1.4002,1.391
14-10-10,40465,1.4081,1.3958,1.4124,1.3955
15-10-10,40466,1.3979,1.4078,1.416,1.3938
18-10-10,40469,1.3948,1.3977,1.4,1.3832
19-10-10,40470,1.3735,1.3951,1.4006,1.3714
20-10-10,40471,1.3967,1.3731,1.3994,1.3699
21-10-10,40472,1.392,1.396,1.4051,1.387
22-10-10,40473,1.3952,1.3924,1.3976,1.3858
25-10-10,40476,1.3966,1.3958,1.4083,1.3935
26-10-10,40477,1.3861,1.3966,1.3984,1.3825
27-10-10,40478,1.3769,1.3859,1.3878,1.3733
28-10-10,40479,1.3932,1.3761,1.3946,1.3757
29-10-10,40480,1.395,1.3927,1.3954,1.3806
01-11-10,40483,1.3891,1.3963,1.4013,1.3862
02-11-10,40484,1.404,1.3897,1.4061,1.3881
03-11-10,40485,1.4145,1.4038,1.4177,1.3991
04-11-10,40486,1.42,1.4139,1.4284,1.4103
05-11-10,40487,1.4034,1.4216,1.425,1.4025
08-11-10,40490,1.3921,1.4051,1.4085,1.3886
09-11-10,40491,1.3779,1.392,1.3975,1.375
10-11-10,40492,1.3784,1.3777,1.3828,1.3672
11-11-10,40493,1.3658,1.3784,1.3823,1.3637
12-11-10,40494,1.3693,1.3666,1.3779,1.3573
15-11-10,40497,1.3586,1.3712,1.3752,1.3565
16-11-10,40498,1.3493,1.3587,1.3655,1.3447
17-11-10,40499,1.3519,1.3487,1.3566,1.3458
18-11-10,40500,1.3645,1.3527,1.3668,1.3525
19-11-10,40501,1.3687,1.3647,1.3733,1.3609
22-11-10,40504,1.3626,1.3714,1.3786,1.3575
23-11-10,40505,1.3373,1.3619,1.3634,1.3361
24-11-10,40506,1.3332,1.3367,1.3424,1.3284
25-11-10,40507,1.3363,1.3333,1.3388,1.3287
26-11-10,40508,1.3243,1.3355,1.3368,1.3199
29-11-10,40511,1.3121,1.3287,1.3304,1.3064
30-11-10,40512,1.298,1.3124,1.3152,1.2967
01-12-10,40513,1.3143,1.2985,1.3181,1.297
02-12-10,40514,1.3227,1.3137,1.325,1.3059
03-12-10,40515,1.3415,1.3222,1.3418,1.3192
06-12-10,40518,1.3306,1.3382,1.3422,1.3243
07-12-10,40519,1.3264,1.3304,1.3401,1.326
08-12-10,40520,1.3259,1.3263,1.3283,1.318
09-12-10,40521,1.3245,1.3264,1.3325,1.3165
10-12-10,40522,1.3234,1.3237,1.3283,1.3178
13-12-10,40525,1.3391,1.3207,1.3435,1.3182
14-12-10,40526,1.3384,1.3388,1.3498,1.3361
15-12-10,40527,1.3213,1.3383,1.3384,1.3209
16-12-10,40528,1.3239,1.3213,1.3268,1.318
17-12-10,40529,1.3182,1.3239,1.3361,1.3133
20-12-10,40532,1.3121,1.3182,1.319,1.3095
21-12-10,40533,1.3096,1.3127,1.3203,1.3072
22-12-10,40534,1.31,1.3095,1.3182,1.3076
23-12-10,40535,1.312,1.3096,1.3154,1.3054
24-12-10,40536,1.3118,1.3117,1.3151,1.3095
27-12-10,40539,1.3161,1.3115,1.3171,1.3072
28-12-10,40540,1.312,1.3166,1.3277,1.3094
29-12-10,40541,1.3224,1.3116,1.3239,1.3082
30-12-10,40542,1.3283,1.3225,1.3316,1.3212
31-12-10,40543,1.3379,1.329,1.3427,1.3283
03-01-11,40546,1.3354,1.3348,1.3397,1.3251
04-01-11,40547,1.3304,1.3358,1.3436,1.3291
05-01-11,40548,1.3152,1.3304,1.3325,1.3123
06-01-11,40549,1.3001,1.3146,1.3171,1.2995
07-01-11,40550,1.2919,1.3005,1.3023,1.2906
10-01-11,40553,1.2944,1.2883,1.2967,1.2874
11-01-11,40554,1.2978,1.295,1.2995,1.2905
12-01-11,40555,1.3137,1.2972,1.3146,1.2961
13-01-11,40556,1.3354,1.3129,1.3384,1.3087
14-01-11,40557,1.3377,1.3363,1.3458,1.3313
17-01-11,40560,1.3294,1.3383,1.3389,1.3245
18-01-11,40561,1.3381,1.3292,1.3467,1.3252
19-01-11,40562,1.3469,1.3389,1.3541,1.3369
20-01-11,40563,1.3478,1.3476,1.3524,1.3395
21-01-11,40564,1.3618,1.3475,1.3629,1.3448
24-01-11,40567,1.3643,1.3638,1.3687,1.3537
25-01-11,40568,1.369,1.3638,1.3704,1.3571
26-01-11,40569,1.3698,1.3686,1.3722,1.3642
27-01-11,40570,1.3727,1.371,1.376,1.3636
28-01-11,40571,1.3613,1.3733,1.3746,1.358
31-01-11,40574,1.3686,1.3599,1.374,1.3568
01-02-11,40575,1.3834,1.3685,1.3845,1.3685
02-02-11,40576,1.3805,1.383,1.3863,1.3767
03-02-11,40577,1.3632,1.3813,1.3828,1.3611
04-02-11,40578,1.3586,1.3639,1.3679,1.3542
07-02-11,40581,1.3588,1.3563,1.3628,1.3508
08-02-11,40582,1.3634,1.3582,1.369,1.3571
09-02-11,40583,1.3731,1.3625,1.3745,1.3607
10-02-11,40584,1.3595,1.3729,1.3737,1.3577
11-02-11,40585,1.3549,1.3599,1.3624,1.3498
14-02-11,40588,1.3486,1.351,1.3562,1.3429
15-02-11,40589,1.349,1.3488,1.3553,1.3459
16-02-11,40590,1.3568,1.3488,1.3591,1.3461
17-02-11,40591,1.3602,1.3568,1.362,1.3534
18-02-11,40592,1.3697,1.3609,1.3718,1.3548
21-02-11,40595,1.3677,1.3703,1.3719,1.3646
22-02-11,40596,1.3654,1.3677,1.3704,1.3525
23-02-11,40597,1.3747,1.3659,1.3788,1.3646
24-02-11,40598,1.3804,1.3747,1.3821,1.3702
25-02-11,40599,1.3751,1.3797,1.3838,1.3722
28-02-11,40602,1.3802,1.3757,1.3856,1.371
01-03-11,40603,1.3776,1.3803,1.3855,1.3762
02-03-11,40604,1.3864,1.3775,1.3889,1.3742
03-03-11,40605,1.3966,1.3868,1.3974,1.3833
04-03-11,40606,1.3985,1.3968,1.4009,1.3939
07-03-11,40609,1.3973,1.3996,1.4038,1.3952
08-03-11,40610,1.3904,1.3972,1.3994,1.3861
09-03-11,40611,1.3908,1.3904,1.3943,1.3854
10-03-11,40612,1.3794,1.3906,1.3927,1.3775
11-03-11,40613,1.391,1.3798,1.3916,1.3752
14-03-11,40616,1.399,1.3962,1.4003,1.3902
15-03-11,40617,1.3996,1.3986,1.4013,1.3853
16-03-11,40618,1.3903,1.3998,1.4002,1.3865
17-03-11,40619,1.4022,1.3906,1.4053,1.3869
18-03-11,40620,1.4179,1.4017,1.4187,1.3981
21-03-11,40623,1.4227,1.4182,1.4241,1.4138
22-03-11,40624,1.4202,1.4219,1.4249,1.4173
23-03-11,40625,1.4083,1.4198,1.4217,1.4078
24-03-11,40626,1.4175,1.4091,1.4223,1.4051
25-03-11,40627,1.4084,1.4171,1.4196,1.4055
28-03-11,40630,1.4085,1.4046,1.4116,1.402
29-03-11,40631,1.4111,1.4081,1.4151,1.4047
30-03-11,40632,1.4127,1.4112,1.4148,1.4051
31-03-11,40633,1.4167,1.4129,1.4234,1.4114
01-04-11,40634,1.4231,1.4174,1.4248,1.4062
04-04-11,40637,1.4222,1.4226,1.4272,1.4194
05-04-11,40638,1.4223,1.422,1.4248,1.4152
06-04-11,40639,1.4333,1.4217,1.4351,1.4209
07-04-11,40640,1.4304,1.4335,1.4346,1.4243
08-04-11,40641,1.4481,1.4304,1.4491,1.4292
11-04-11,40644,1.4435,1.4454,1.4484,1.4417
12-04-11,40645,1.4477,1.4432,1.452,1.4375
13-04-11,40646,1.4441,1.4477,1.4521,1.4411
14-04-11,40647,1.4489,1.4441,1.4516,1.4363
15-04-11,40648,1.4432,1.4488,1.4507,1.4392
18-04-11,40651,1.4234,1.4419,1.4422,1.4157
19-04-11,40652,1.4337,1.4224,1.4354,1.4204
20-04-11,40653,1.4518,1.4337,1.4546,1.4325
21-04-11,40654,1.4552,1.452,1.465,1.4504
22-04-11,40655,1.4556,1.4552,1.4589,1.4533
25-04-11,40658,1.4581,1.456,1.4629,1.4524
26-04-11,40659,1.4644,1.4579,1.4659,1.4493
27-04-11,40660,1.4777,1.4646,1.4796,1.4632
28-04-11,40661,1.4824,1.4783,1.4883,1.4769
29-04-11,40662,1.4802,1.4828,1.4881,1.4802
02-05-11,40665,1.4827,1.4826,1.4905,1.4763
03-05-11,40666,1.4828,1.482,1.4892,1.4753
04-05-11,40667,1.4824,1.4823,1.4942,1.4776
05-05-11,40668,1.4541,1.4829,1.4903,1.4512
06-05-11,40669,1.431,1.4543,1.459,1.431
09-05-11,40672,1.4364,1.4369,1.4443,1.4255
10-05-11,40673,1.4407,1.4353,1.4414,1.4268
11-05-11,40674,1.4197,1.4406,1.4425,1.4172
12-05-11,40675,1.4243,1.4205,1.4278,1.4123
13-05-11,40676,1.4121,1.4243,1.4342,1.4067
16-05-11,40679,1.4154,1.4078,1.4245,1.4047
17-05-11,40680,1.4238,1.416,1.424,1.4118
18-05-11,40681,1.4246,1.4236,1.4288,1.4194
19-05-11,40682,1.4314,1.4249,1.4327,1.4205
20-05-11,40683,1.4155,1.4308,1.4348,1.4134
23-05-11,40686,1.4051,1.4131,1.4144,1.3969
24-05-11,40687,1.4104,1.4045,1.4133,1.4
25-05-11,40688,1.4087,1.4101,1.412,1.4013
26-05-11,40689,1.4139,1.4085,1.4207,1.4066
27-05-11,40690,1.4324,1.4137,1.4325,1.4126
30-05-11,40693,1.428,1.4314,1.4314,1.4257
31-05-11,40694,1.4396,1.4284,1.4425,1.4284
01-06-11,40695,1.4314,1.4393,1.446,1.4307
02-06-11,40696,1.4491,1.4322,1.4514,1.4322
03-06-11,40697,1.4637,1.4494,1.4645,1.4454
06-06-11,40700,1.4577,1.4628,1.4659,1.4556
07-06-11,40701,1.4691,1.4577,1.4698,1.4563
08-06-11,40702,1.4577,1.4691,1.4695,1.4564
09-06-11,40703,1.4508,1.4577,1.4651,1.4476
10-06-11,40704,1.4348,1.451,1.4553,1.4323
13-06-11,40707,1.4417,1.4329,1.4432,1.432
14-06-11,40708,1.4441,1.442,1.4501,1.4379
15-06-11,40709,1.4168,1.4442,1.4456,1.4156
16-06-11,40710,1.4213,1.4164,1.4221,1.4074
17-06-11,40711,1.4311,1.4213,1.4342,1.4127
20-06-11,40714,1.4309,1.4274,1.4329,1.4191
21-06-11,40715,1.4407,1.4306,1.4423,1.4304
22-06-11,40716,1.4354,1.4396,1.4442,1.4339
23-06-11,40717,1.4259,1.4335,1.4341,1.4127
24-06-11,40718,1.4193,1.4264,1.4312,1.4142
27-06-11,40721,1.4284,1.4193,1.4296,1.4103
28-06-11,40722,1.4369,1.4284,1.4398,1.4235
29-06-11,40723,1.4436,1.4364,1.4449,1.4327
30-06-11,40724,1.4506,1.4434,1.4541,1.4426
01-07-11,40725,1.4525,1.45,1.4554,1.4437
04-07-11,40728,1.4541,1.4543,1.4581,1.4493
05-07-11,40729,1.4423,1.4541,1.4554,1.4396
06-07-11,40730,1.4318,1.4421,1.4468,1.4284
07-07-11,40731,1.4361,1.4318,1.4376,1.4221
08-07-11,40732,1.427,1.436,1.4371,1.4207
11-07-11,40735,1.4036,1.4215,1.4228,1.3984
12-07-11,40736,1.3979,1.4046,1.4065,1.3838
13-07-11,40737,1.4184,1.3976,1.4212,1.3952
14-07-11,40738,1.4145,1.4189,1.4284,1.4116
15-07-11,40739,1.4153,1.4144,1.4202,1.4093
18-07-11,40742,1.4111,1.4113,1.4135,1.4011
19-07-11,40743,1.4156,1.4101,1.4219,1.4068
20-07-11,40744,1.422,1.4153,1.4243,1.4133
21-07-11,40745,1.4423,1.4226,1.444,1.4139
22-07-11,40746,1.4356,1.4423,1.444,1.4325
25-07-11,40749,1.4376,1.4398,1.4408,1.4325
26-07-11,40750,1.4512,1.4375,1.4526,1.4356
27-07-11,40751,1.4365,1.4514,1.4537,1.4339
28-07-11,40752,1.4331,1.4373,1.4402,1.4253
29-07-11,40753,1.4396,1.4328,1.4414,1.4229
01-08-11,40756,1.4251,1.4358,1.4455,1.4186
02-08-11,40757,1.4193,1.4262,1.4284,1.415
03-08-11,40758,1.4325,1.4183,1.4345,1.4143
04-08-11,40759,1.4108,1.4332,1.4371,1.4089
05-08-11,40760,1.4282,1.4099,1.4299,1.4056
08-08-11,40763,1.4177,1.4387,1.4404,1.4131
09-08-11,40764,1.437,1.4173,1.4381,1.4152
10-08-11,40765,1.4174,1.4395,1.4403,1.4162
11-08-11,40766,1.4243,1.4163,1.4296,1.4103
12-08-11,40767,1.4249,1.424,1.4293,1.415
15-08-11,40770,1.4446,1.4261,1.4478,1.4261
16-08-11,40771,1.4409,1.4447,1.4474,1.4354
17-08-11,40772,1.4425,1.4403,1.4519,1.4325
18-08-11,40773,1.4331,1.4423,1.4451,1.427
19-08-11,40774,1.4398,1.4329,1.4455,1.4259
22-08-11,40777,1.436,1.4375,1.4436,1.4346
23-08-11,40778,1.4438,1.4358,1.4499,1.4352
24-08-11,40779,1.4413,1.4432,1.4482,1.4379
25-08-11,40780,1.438,1.4412,1.4476,1.4327
26-08-11,40781,1.4499,1.4374,1.4503,1.4329
29-08-11,40784,1.451,1.4497,1.455,1.4466
30-08-11,40785,1.4446,1.4516,1.4535,1.4385
31-08-11,40786,1.4379,1.4436,1.447,1.436
01-09-11,40787,1.4259,1.4375,1.4381,1.4224
02-09-11,40788,1.4205,1.426,1.4291,1.4184
05-09-11,40791,1.4092,1.4167,1.4174,1.4061
06-09-11,40792,1.4,1.4097,1.4277,1.3973
07-09-11,40793,1.4097,1.3994,1.4148,1.3992
08-09-11,40794,1.3882,1.4094,1.4097,1.3872
09-09-11,40795,1.3653,1.3883,1.3938,1.3628
12-09-11,40798,1.3673,1.3568,1.3693,1.35
13-09-11,40799,1.3683,1.367,1.3741,1.3558
14-09-11,40800,1.3747,1.3683,1.3785,1.3591
15-09-11,40801,1.3878,1.3744,1.3939,1.3704
16-09-11,40802,1.38,1.3886,1.3887,1.3755
19-09-11,40805,1.3685,1.3672,1.3721,1.3587
20-09-11,40806,1.3706,1.3674,1.3746,1.3594
21-09-11,40807,1.3566,1.3702,1.379,1.3558
22-09-11,40808,1.346,1.3579,1.3601,1.3382
23-09-11,40809,1.3498,1.3462,1.357,1.3417
26-09-11,40812,1.354,1.351,1.3552,1.3364
27-09-11,40813,1.3592,1.3527,1.3668,1.3478
28-09-11,40814,1.3542,1.359,1.3691,1.3533
29-09-11,40815,1.3594,1.3529,1.368,1.352
30-09-11,40816,1.3386,1.3585,1.3604,1.3383
03-10-11,40819,1.3169,1.3337,1.3382,1.3163
04-10-11,40820,1.334,1.3183,1.3371,1.3146
05-10-11,40821,1.3348,1.3346,1.3385,1.3259
06-10-11,40822,1.3432,1.3354,1.3451,1.3241
07-10-11,40823,1.3377,1.3431,1.3527,1.3362
10-10-11,40826,1.3643,1.3396,1.3699,1.3377
11-10-11,40827,1.3645,1.364,1.3685,1.3565
12-10-11,40828,1.3787,1.3649,1.3834,1.3581
13-10-11,40829,1.3776,1.3785,1.3829,1.3685
14-10-11,40830,1.3877,1.3773,1.3896,1.3722
17-10-11,40833,1.3742,1.3885,1.3916,1.3726
18-10-11,40834,1.3739,1.3735,1.3819,1.3653
19-10-11,40835,1.3756,1.3739,1.387,1.3725
20-10-11,40836,1.3777,1.3756,1.3845,1.3657
21-10-11,40837,1.3896,1.3775,1.3903,1.3705
24-10-11,40840,1.3925,1.3864,1.3956,1.3821
25-10-11,40841,1.3906,1.3931,1.3962,1.3849
26-10-11,40842,1.3902,1.3912,1.3977,1.3799
27-10-11,40843,1.4192,1.3884,1.4249,1.3865
28-10-11,40844,1.4148,1.4183,1.4202,1.4135
31-10-11,40847,1.3857,1.415,1.4171,1.3828
01-11-11,40848,1.3696,1.3857,1.3873,1.361
02-11-11,40849,1.3746,1.3695,1.383,1.3636
03-11-11,40850,1.3815,1.375,1.3855,1.3655
04-11-11,40851,1.3796,1.3813,1.3868,1.3712
07-11-11,40854,1.3776,1.3837,1.3838,1.368
08-11-11,40855,1.3838,1.3776,1.3848,1.3723
09-11-11,40856,1.3546,1.3836,1.3859,1.3523
10-11-11,40857,1.3603,1.3546,1.3655,1.3483
11-11-11,40858,1.3752,1.3601,1.3798,1.3579
14-11-11,40861,1.3626,1.3809,1.3813,1.3592
15-11-11,40862,1.3533,1.3632,1.3641,1.3497
16-11-11,40863,1.3463,1.3536,1.3559,1.3428
17-11-11,40864,1.346,1.3457,1.354,1.342
18-11-11,40865,1.351,1.346,1.3615,1.3447
21-11-11,40868,1.3495,1.3507,1.3541,1.343
22-11-11,40869,1.3514,1.3493,1.3569,1.3468
23-11-11,40870,1.3335,1.351,1.3533,1.332
24-11-11,40871,1.335,1.3345,1.3413,1.3317
25-11-11,40872,1.3234,1.3346,1.3356,1.3211
28-11-11,40875,1.331,1.3319,1.34,1.3273
29-11-11,40876,1.3331,1.3314,1.3445,1.3287
30-11-11,40877,1.3443,1.3317,1.3533,1.326
01-12-11,40878,1.3464,1.3437,1.3522,1.3416
02-12-11,40879,1.3403,1.3463,1.3549,1.3362
05-12-11,40882,1.3403,1.3436,1.3487,1.3375
06-12-11,40883,1.3403,1.339,1.3428,1.3333
07-12-11,40884,1.3413,1.3397,1.3455,1.335
08-12-11,40885,1.3346,1.3413,1.346,1.3289
09-12-11,40886,1.3375,1.3344,1.3436,1.3283
12-12-11,40889,1.3186,1.3384,1.3388,1.3163
13-12-11,40890,1.3034,1.3188,1.3237,1.3007
14-12-11,40891,1.2981,1.303,1.3064,1.2945
15-12-11,40892,1.3018,1.2982,1.3051,1.2957
16-12-11,40893,1.3035,1.302,1.3087,1.2997
19-12-11,40896,1.2995,1.3043,1.3044,1.2981
20-12-11,40897,1.3079,1.3003,1.3133,1.2994
21-12-11,40898,1.3045,1.3079,1.3197,1.3024
22-12-11,40899,1.3051,1.3047,1.3121,1.3018
23-12-11,40900,1.3043,1.3051,1.3098,1.3026
26-12-11,40903,1.306,1.3046,1.3084,1.3032
27-12-11,40904,1.3068,1.3062,1.3083,1.3041
28-12-11,40905,1.2936,1.307,1.3081,1.291
29-12-11,40906,1.2962,1.2939,1.2965,1.2857
30-12-11,40907,1.2948,1.2963,1.3001,1.2904
02-01-12,40910,1.2929,1.2938,1.2968,1.2916
03-01-12,40911,1.3051,1.2933,1.3077,1.2931
04-01-12,40912,1.2942,1.3051,1.3074,1.2898
05-01-12,40913,1.278,1.2944,1.2948,1.2769
06-01-12,40914,1.2721,1.2788,1.2812,1.2696
09-01-12,40917,1.2767,1.2693,1.2788,1.2666
10-01-12,40918,1.2772,1.2766,1.2819,1.2742
11-01-12,40919,1.2704,1.2774,1.279,1.2662
12-01-12,40920,1.2826,1.2706,1.2845,1.2698
13-01-12,40921,1.2677,1.2822,1.2879,1.2624
16-01-12,40924,1.2664,1.2639,1.2689,1.2626
17-01-12,40925,1.274,1.2664,1.2811,1.2649
18-01-12,40926,1.2854,1.2736,1.2864,1.2732
19-01-12,40927,1.2965,1.2858,1.2971,1.2837
20-01-12,40928,1.2938,1.2967,1.2986,1.2887
23-01-12,40931,1.303,1.2872,1.3054,1.2872
24-01-12,40932,1.3022,1.3028,1.3064,1.2954
25-01-12,40933,1.311,1.3028,1.3121,1.2929
26-01-12,40934,1.31,1.3104,1.3186,1.3091
27-01-12,40935,1.3226,1.3106,1.323,1.3077
30-01-12,40938,1.3127,1.3226,1.3232,1.3076
31-01-12,40939,1.3079,1.3135,1.3213,1.3041
01-02-12,40940,1.3159,1.3081,1.3218,1.3024
02-02-12,40941,1.3146,1.3161,1.3197,1.3085
03-02-12,40942,1.3144,1.3144,1.3205,1.3066
06-02-12,40945,1.3134,1.3114,1.3144,1.3029
07-02-12,40946,1.3266,1.3135,1.3272,1.3087
08-02-12,40947,1.3258,1.326,1.3291,1.3218
09-02-12,40948,1.3283,1.3262,1.3323,1.3215
10-02-12,40949,1.3175,1.3284,1.3293,1.3155
13-02-12,40952,1.3194,1.3208,1.3284,1.3187
14-02-12,40953,1.3119,1.3193,1.3217,1.3079
15-02-12,40954,1.3071,1.3126,1.3191,1.3044
16-02-12,40955,1.3141,1.3067,1.3161,1.2975
17-02-12,40956,1.3152,1.3133,1.3199,1.3114
20-02-12,40959,1.324,1.3185,1.3277,1.3173
21-02-12,40960,1.3241,1.3246,1.3294,1.3186
22-02-12,40961,1.3245,1.3236,1.3268,1.3211
23-02-12,40962,1.3369,1.3245,1.3375,1.323
24-02-12,40963,1.3457,1.3375,1.3489,1.3357
27-02-12,40966,1.34,1.3464,1.3479,1.3365
28-02-12,40967,1.347,1.3396,1.3472,1.3388
