Date,DateValue,Price,Open,High,Low
19-06-14,41809,1.3609,1.3596,1.3643,1.3582
20-06-14,41810,1.3599,1.3607,1.3634,1.3563
23-06-14,41813,1.3605,1.3596,1.3615,1.3575
24-06-14,41814,1.3605,1.3603,1.3628,1.3582
25-06-14,41815,1.363,1.3607,1.3652,1.3599
26-06-14,41816,1.3611,1.3628,1.3641,1.3575
27-06-14,41817,1.3649,1.3611,1.3652,1.3609
30-06-14,41820,1.3692,1.3646,1.3698,1.3639
01-07-14,41821,1.3679,1.3692,1.3701,1.3675
02-07-14,41822,1.366,1.3679,1.3684,1.3642
03-07-14,41823,1.3611,1.3659,1.3665,1.3596
04-07-14,41824,1.3596,1.3613,1.3613,1.3586
07-07-14,41827,1.3605,1.3596,1.3611,1.3575
08-07-14,41828,1.3613,1.3605,1.3619,1.3588
09-07-14,41829,1.3645,1.3613,1.3648,1.3601
10-07-14,41830,1.361,1.3644,1.3651,1.3589
11-07-14,41831,1.3609,1.3609,1.3625,1.3591
14-07-14,41834,1.362,1.3602,1.364,1.3597
15-07-14,41835,1.3572,1.362,1.3628,1.3561
16-07-14,41836,1.3525,1.3567,1.3575,1.3519
17-07-14,41837,1.3527,1.3525,1.3541,1.3516
18-07-14,41838,1.3525,1.3525,1.3535,1.3491
21-07-14,41841,1.3523,1.3527,1.355,1.3512
22-07-14,41842,1.3466,1.3525,1.3531,1.346
23-07-14,41843,1.3465,1.3465,1.3475,1.3454
24-07-14,41844,1.3464,1.3463,1.3485,1.3437
25-07-14,41845,1.3432,1.3466,1.3478,1.3422
28-07-14,41848,1.3441,1.3432,1.3445,1.3426
29-07-14,41849,1.341,1.344,1.3445,1.3403
30-07-14,41850,1.3397,1.3409,1.3416,1.3366
31-07-14,41851,1.3389,1.3396,1.3401,1.3371
01-08-14,41852,1.343,1.3392,1.3445,1.3378
04-08-14,41855,1.3422,1.3427,1.3434,1.3408
05-08-14,41856,1.3376,1.3422,1.3425,1.3358
06-08-14,41857,1.3382,1.3377,1.3388,1.3333
07-08-14,41858,1.3363,1.3384,1.3394,1.3337
08-08-14,41859,1.3411,1.3363,1.3433,1.3343
11-08-14,41862,1.3386,1.3401,1.3415,1.3378
12-08-14,41863,1.3369,1.3386,1.3386,1.3335
13-08-14,41864,1.3365,1.3369,1.3415,1.3342
14-08-14,41865,1.3365,1.3365,1.3409,1.3348
15-08-14,41866,1.3399,1.3366,1.3412,1.3358
18-08-14,41869,1.3363,1.3393,1.34,1.3352
19-08-14,41870,1.332,1.3363,1.3366,1.3312
20-08-14,41871,1.326,1.3321,1.3327,1.3255
21-08-14,41872,1.3282,1.326,1.3289,1.3242
22-08-14,41873,1.3243,1.3283,1.3298,1.322
25-08-14,41876,1.3192,1.322,1.322,1.3184
26-08-14,41877,1.3169,1.3193,1.3216,1.3165
27-08-14,41878,1.3193,1.3168,1.3211,1.3152
28-08-14,41879,1.3183,1.3193,1.3221,1.3159
29-08-14,41880,1.3133,1.3178,1.3197,1.3131
01-09-14,41883,1.3128,1.3138,1.3146,1.3118
02-09-14,41884,1.3133,1.313,1.3139,1.311
03-09-14,41885,1.3151,1.3131,1.3161,1.3122
04-09-14,41886,1.2945,1.3147,1.3155,1.2919
05-09-14,41887,1.295,1.2944,1.2986,1.2921
08-09-14,41890,1.2897,1.2943,1.2963,1.2882
09-09-14,41891,1.2938,1.2898,1.2959,1.286
10-09-14,41892,1.2917,1.2936,1.2963,1.2883
11-09-14,41893,1.2926,1.2917,1.2952,1.2896
12-09-14,41894,1.2965,1.2925,1.298,1.2909
15-09-14,41897,1.2942,1.2976,1.2982,1.2908
16-09-14,41898,1.296,1.2938,1.2995,1.2922
17-09-14,41899,1.2866,1.2959,1.2982,1.2851
18-09-14,41900,1.2923,1.2865,1.2931,1.2834
19-09-14,41901,1.2829,1.2923,1.293,1.2827
22-09-14,41904,1.285,1.2827,1.2868,1.2815
23-09-14,41905,1.2847,1.2851,1.2903,1.2842
24-09-14,41906,1.278,1.2846,1.2864,1.2774
25-09-14,41907,1.275,1.278,1.2784,1.2698
26-09-14,41908,1.2685,1.2752,1.2761,1.2677
29-09-14,41911,1.2685,1.2685,1.2716,1.2664
30-09-14,41912,1.2632,1.2684,1.2703,1.2571
01-10-14,41913,1.2624,1.2631,1.264,1.2584
02-10-14,41914,1.2668,1.2622,1.2698,1.2612
03-10-14,41915,1.2517,1.2668,1.2676,1.25
06-10-14,41918,1.2654,1.251,1.2677,1.2504
07-10-14,41919,1.267,1.2656,1.2683,1.2584
08-10-14,41920,1.2734,1.2669,1.2749,1.2622
09-10-14,41921,1.2691,1.2732,1.2792,1.2664
10-10-14,41922,1.2628,1.2691,1.2716,1.2605
13-10-14,41925,1.2753,1.2637,1.2762,1.2619
14-10-14,41926,1.2659,1.2752,1.2769,1.264
15-10-14,41927,1.2837,1.2659,1.2886,1.2624
16-10-14,41928,1.2809,1.2837,1.2847,1.2706
17-10-14,41929,1.2763,1.2811,1.2837,1.2744
20-10-14,41932,1.2799,1.2758,1.2817,1.2731
21-10-14,41933,1.2715,1.2801,1.2841,1.2713
22-10-14,41934,1.2649,1.2716,1.274,1.2636
23-10-14,41935,1.2647,1.2651,1.2679,1.2614
24-10-14,41936,1.267,1.2645,1.2696,1.2633
27-10-14,41939,1.2698,1.2683,1.2725,1.2666
28-10-14,41940,1.2734,1.2698,1.2765,1.2683
29-10-14,41941,1.2632,1.2735,1.2772,1.2631
30-10-14,41942,1.2613,1.2631,1.264,1.2547
31-10-14,41943,1.2525,1.2612,1.2618,1.2485
03-11-14,41946,1.2483,1.2515,1.2517,1.2441
04-11-14,41947,1.2546,1.2483,1.2578,1.2481
05-11-14,41948,1.2486,1.2546,1.2568,1.2457
06-11-14,41949,1.2375,1.2487,1.2535,1.2365
07-11-14,41950,1.2454,1.2376,1.2471,1.2359
10-11-14,41953,1.2421,1.2452,1.251,1.2417
11-11-14,41954,1.2475,1.2421,1.25,1.2394
12-11-14,41955,1.2439,1.2476,1.2499,1.2418
13-11-14,41956,1.2477,1.2439,1.2492,1.2426
14-11-14,41957,1.2523,1.2477,1.2548,1.2399
17-11-14,41960,1.245,1.2526,1.2578,1.2444
18-11-14,41961,1.2537,1.245,1.2546,1.2442
19-11-14,41962,1.2554,1.2537,1.26,1.2512
20-11-14,41963,1.254,1.2555,1.2576,1.2504
21-11-14,41964,1.239,1.2541,1.2571,1.2376
24-11-14,41967,1.2443,1.2376,1.2445,1.2357
25-11-14,41968,1.2475,1.2443,1.2487,1.2401
26-11-14,41969,1.2506,1.2475,1.2532,1.2443
27-11-14,41970,1.2467,1.2506,1.2524,1.2464
28-11-14,41971,1.2452,1.2468,1.2492,1.2427
01-12-14,41974,1.247,1.2456,1.2507,1.2419
02-12-14,41975,1.2383,1.2471,1.2478,1.2377
03-12-14,41976,1.2311,1.2382,1.2391,1.23
04-12-14,41977,1.2379,1.2313,1.2458,1.2282
05-12-14,41978,1.2285,1.238,1.2393,1.2271
08-12-14,41981,1.2317,1.2278,1.2344,1.2246
09-12-14,41982,1.2375,1.2317,1.2448,1.2292
10-12-14,41983,1.2448,1.2374,1.2449,1.2361
11-12-14,41984,1.2411,1.2448,1.2496,1.237
12-12-14,41985,1.2462,1.2413,1.2487,1.2384
15-12-14,41988,1.2437,1.2462,1.2485,1.2414
16-12-14,41989,1.2511,1.2437,1.2571,1.2433
17-12-14,41990,1.2343,1.2512,1.2517,1.2322
18-12-14,41991,1.2286,1.2342,1.2353,1.2265
19-12-14,41992,1.2228,1.2288,1.2305,1.2222
22-12-14,41995,1.2231,1.2226,1.2273,1.2216
23-12-14,41996,1.2172,1.2231,1.2247,1.2165
24-12-14,41997,1.2195,1.2172,1.2222,1.217
25-12-14,41998,1.2222,1.2195,1.2256,1.2186
26-12-14,41999,1.2176,1.2224,1.2228,1.2168
29-12-14,42002,1.2152,1.2182,1.2221,1.2142
30-12-14,42003,1.2157,1.2151,1.2188,1.2123
31-12-14,42004,1.2098,1.2155,1.2172,1.2096
01-01-15,42005,1.2104,1.21,1.2107,1.2094
02-01-15,42006,1.2003,1.2106,1.2111,1.2001
05-01-15,42009,1.1934,1.2003,1.2008,1.1883
06-01-15,42010,1.1889,1.1933,1.1969,1.1884
07-01-15,42011,1.1839,1.1892,1.1898,1.1803
08-01-15,42012,1.1793,1.1839,1.1848,1.1753
09-01-15,42013,1.1841,1.1793,1.1848,1.1763
12-01-15,42016,1.1834,1.1838,1.1871,1.1786
13-01-15,42017,1.1772,1.1833,1.186,1.1753
14-01-15,42018,1.1789,1.1772,1.1846,1.1726
15-01-15,42019,1.1631,1.1789,1.1795,1.157
16-01-15,42020,1.157,1.1633,1.165,1.1462
19-01-15,42023,1.1606,1.1551,1.1641,1.1545
20-01-15,42024,1.1551,1.1606,1.1616,1.154
21-01-15,42025,1.161,1.1553,1.1677,1.1542
22-01-15,42026,1.1366,1.161,1.1648,1.1317
23-01-15,42027,1.1208,1.1366,1.1374,1.1114
26-01-15,42030,1.1239,1.1186,1.1297,1.1099
27-01-15,42031,1.1381,1.1237,1.1423,1.1224
28-01-15,42032,1.1288,1.1382,1.1385,1.1276
29-01-15,42033,1.132,1.1287,1.1369,1.1261
30-01-15,42034,1.1288,1.1321,1.1366,1.1279
02-02-15,42037,1.1342,1.1284,1.1364,1.128
03-02-15,42038,1.1481,1.1343,1.1534,1.1313
04-02-15,42039,1.1347,1.1482,1.1486,1.1317
05-02-15,42040,1.1477,1.1345,1.15,1.1304
06-02-15,42041,1.1315,1.1477,1.1488,1.1313
09-02-15,42044,1.1324,1.1315,1.1359,1.1271
10-02-15,42045,1.1321,1.1327,1.1347,1.1274
11-02-15,42046,1.1334,1.1321,1.1349,1.128
12-02-15,42047,1.1403,1.1334,1.1423,1.1302
13-02-15,42048,1.1385,1.1403,1.1443,1.138
16-02-15,42051,1.1353,1.1385,1.1429,1.1317
17-02-15,42052,1.1412,1.1354,1.145,1.1322
18-02-15,42053,1.1397,1.1412,1.1418,1.1334
19-02-15,42054,1.1366,1.1397,1.145,1.1355
20-02-15,42055,1.1381,1.137,1.1431,1.128
23-02-15,42058,1.1332,1.1385,1.1414,1.1296
24-02-15,42059,1.1341,1.1336,1.136,1.1289
25-02-15,42060,1.1362,1.134,1.1389,1.1334
26-02-15,42061,1.1198,1.1361,1.1381,1.1184
27-02-15,42062,1.1195,1.1199,1.1248,1.1178
02-03-15,42065,1.1185,1.1187,1.1242,1.1159
03-03-15,42066,1.1176,1.1183,1.1219,1.1155
04-03-15,42067,1.1079,1.1178,1.1187,1.1062
05-03-15,42068,1.1031,1.1079,1.1115,1.0989
06-03-15,42069,1.0844,1.1033,1.1035,1.0842
09-03-15,42072,1.0852,1.0832,1.0908,1.0823
10-03-15,42073,1.0698,1.0851,1.0856,1.0692
11-03-15,42074,1.0547,1.0699,1.0718,1.0511
12-03-15,42075,1.0635,1.0547,1.0684,1.0495
13-03-15,42076,1.0495,1.0637,1.0639,1.0462
16-03-15,42079,1.0568,1.0494,1.0621,1.0459
17-03-15,42080,1.0598,1.0566,1.065,1.0551
18-03-15,42081,1.0867,1.0598,1.1033,1.0581
19-03-15,42082,1.066,1.0866,1.0915,1.0613
20-03-15,42083,1.0822,1.0661,1.0883,1.065
23-03-15,42086,1.0947,1.0837,1.0972,1.0768
24-03-15,42087,1.0926,1.0947,1.1031,1.0892
25-03-15,42088,1.0972,1.0926,1.1016,1.0901
26-03-15,42089,1.0884,1.0969,1.1052,1.0856
27-03-15,42090,1.0888,1.0886,1.0949,1.0802
30-03-15,42093,1.0834,1.0889,1.0897,1.0811
31-03-15,42094,1.0731,1.0833,1.0846,1.0713
01-04-15,42095,1.0764,1.0735,1.0801,1.0719
02-04-15,42096,1.0884,1.0764,1.0905,1.0751
03-04-15,42097,1.0978,1.0883,1.1028,1.0864
06-04-15,42100,1.0924,1.0991,1.1037,1.0911
07-04-15,42101,1.0816,1.0922,1.0957,1.0805
08-04-15,42102,1.0781,1.0816,1.0888,1.0764
09-04-15,42103,1.0659,1.0781,1.0789,1.0638
10-04-15,42104,1.0604,1.066,1.0685,1.0569
13-04-15,42107,1.0568,1.0602,1.0619,1.052
14-04-15,42108,1.0654,1.0566,1.0709,1.053
15-04-15,42109,1.0686,1.0655,1.0703,1.0572
16-04-15,42110,1.0762,1.0684,1.0819,1.0625
17-04-15,42111,1.0807,1.0762,1.085,1.0737
20-04-15,42114,1.0737,1.0821,1.0825,1.0713
21-04-15,42115,1.0736,1.074,1.0784,1.0661
22-04-15,42116,1.0726,1.0736,1.0802,1.0709
23-04-15,42117,1.0827,1.0726,1.0848,1.0667
24-04-15,42118,1.0874,1.0825,1.0901,1.0785
27-04-15,42121,1.0888,1.0873,1.0928,1.0821
28-04-15,42122,1.0981,1.0894,1.0991,1.0859
29-04-15,42123,1.1132,1.0983,1.1189,1.096
30-04-15,42124,1.1225,1.113,1.1269,1.1073
01-05-15,42125,1.1202,1.1223,1.129,1.1176
04-05-15,42128,1.1146,1.1202,1.1226,1.1123
05-05-15,42129,1.1186,1.1147,1.1223,1.1067
06-05-15,42130,1.1353,1.1187,1.1372,1.1176
07-05-15,42131,1.1267,1.1347,1.1393,1.1237
08-05-15,42132,1.1204,1.1267,1.129,1.1178
11-05-15,42135,1.1155,1.1197,1.1207,1.1131
12-05-15,42136,1.1214,1.1155,1.1277,1.1134
13-05-15,42137,1.1357,1.1214,1.1385,1.1204
14-05-15,42138,1.141,1.1359,1.1447,1.1341
15-05-15,42139,1.1452,1.141,1.1467,1.1324
18-05-15,42142,1.1315,1.1441,1.145,1.1298
19-05-15,42143,1.1149,1.1317,1.1328,1.1119
20-05-15,42144,1.1093,1.115,1.1156,1.1063
21-05-15,42145,1.1113,1.1092,1.1181,1.108
22-05-15,42146,1.1018,1.1115,1.1211,1.1004
25-05-15,42149,1.0978,1.1006,1.1012,1.0961
26-05-15,42150,1.0873,1.0978,1.0985,1.0863
27-05-15,42151,1.0905,1.0873,1.0931,1.082
28-05-15,42152,1.0949,1.0905,1.096,1.0869
29-05-15,42153,1.0988,1.0948,1.1006,1.0926
01-06-15,42156,1.0928,1.0989,1.0991,1.0888
02-06-15,42157,1.1155,1.0928,1.1193,1.0915
03-06-15,42158,1.1275,1.1151,1.1284,1.1079
04-06-15,42159,1.1239,1.1276,1.1381,1.1227
05-06-15,42160,1.1113,1.1239,1.1281,1.105
08-06-15,42163,1.1292,1.1113,1.1307,1.108
09-06-15,42164,1.1284,1.1292,1.1345,1.1214
10-06-15,42165,1.1326,1.1286,1.1387,1.1261
11-06-15,42166,1.1258,1.1325,1.1332,1.1183
12-06-15,42167,1.1269,1.1258,1.1298,1.1151
15-06-15,42170,1.1284,1.1225,1.1294,1.1189
16-06-15,42171,1.1248,1.1283,1.1331,1.1206
17-06-15,42172,1.1337,1.1249,1.136,1.1213
18-06-15,42173,1.136,1.1337,1.1438,1.1331
19-06-15,42174,1.1353,1.136,1.1393,1.1292
22-06-15,42177,1.1341,1.1363,1.1411,1.1312
23-06-15,42178,1.117,1.1341,1.1348,1.1135
24-06-15,42179,1.1207,1.1171,1.1237,1.1156
25-06-15,42180,1.1204,1.1204,1.1227,1.1153
26-06-15,42181,1.1166,1.1207,1.1221,1.1131
29-06-15,42184,1.1236,1.1031,1.1279,1.0954
30-06-15,42185,1.1138,1.1237,1.1246,1.1114
01-07-15,42186,1.1054,1.1139,1.1172,1.1042
02-07-15,42187,1.1084,1.1054,1.1124,1.1031
03-07-15,42188,1.1114,1.1086,1.1119,1.1066
06-07-15,42191,1.1057,1.0993,1.1097,1.0969
07-07-15,42192,1.1012,1.1056,1.1061,1.0917
08-07-15,42193,1.1077,1.1012,1.1094,1.0974
09-07-15,42194,1.1038,1.1078,1.1126,1.0992
10-07-15,42195,1.1164,1.1037,1.1218,1.1031
13-07-15,42198,1.1004,1.1107,1.1197,1.0995
14-07-15,42199,1.1012,1.1004,1.1084,1.0966
15-07-15,42200,1.0949,1.101,1.1035,1.093
16-07-15,42201,1.0875,1.0947,1.0964,1.0856
17-07-15,42202,1.0829,1.0875,1.0907,1.0827
20-07-15,42205,1.0827,1.0833,1.0872,1.081
21-07-15,42206,1.0937,1.0825,1.097,1.0811
22-07-15,42207,1.0934,1.0936,1.0966,1.0869
23-07-15,42208,1.0983,1.0928,1.1019,1.0922
24-07-15,42209,1.0984,1.0983,1.0997,1.0926
27-07-15,42212,1.1094,1.0974,1.113,1.097
28-07-15,42213,1.1059,1.1089,1.1101,1.1022
29-07-15,42214,1.0986,1.1061,1.1086,1.0967
30-07-15,42215,1.0933,1.0987,1.0992,1.0894
31-07-15,42216,1.0988,1.0934,1.1114,1.0921
03-08-15,42219,1.0951,1.097,1.0997,1.0941
04-08-15,42220,1.0882,1.0951,1.0989,1.0877
05-08-15,42221,1.0906,1.0883,1.0938,1.0849
06-08-15,42222,1.0925,1.0909,1.0944,1.0876
07-08-15,42223,1.0968,1.093,1.0981,1.0857
10-08-15,42226,1.1019,1.0969,1.1044,1.0927
11-08-15,42227,1.104,1.1019,1.1088,1.096
12-08-15,42228,1.1157,1.104,1.1212,1.1023
13-08-15,42229,1.1149,1.1157,1.1189,1.108
14-08-15,42230,1.1107,1.1149,1.1189,1.1096
17-08-15,42233,1.1081,1.1106,1.1125,1.1058
18-08-15,42234,1.1021,1.1083,1.1096,1.1018
19-08-15,42235,1.1119,1.1023,1.1137,1.1019
20-08-15,42236,1.1242,1.1117,1.1246,1.1105
21-08-15,42237,1.1389,1.1244,1.1393,1.1229
24-08-15,42240,1.162,1.1363,1.1713,1.1363
25-08-15,42241,1.1517,1.1619,1.1625,1.1399
26-08-15,42242,1.1315,1.1515,1.1561,1.129
27-08-15,42243,1.1245,1.1314,1.1366,1.1204
28-08-15,42244,1.1179,1.1247,1.131,1.1156
31-08-15,42247,1.1214,1.1176,1.1265,1.1162
01-09-15,42248,1.1319,1.1211,1.1333,1.1206
02-09-15,42249,1.1227,1.1311,1.1319,1.1214
03-09-15,42250,1.1124,1.1227,1.1246,1.1088
04-09-15,42251,1.1147,1.1124,1.1181,1.1089
07-09-15,42254,1.1168,1.1157,1.1178,1.112
08-09-15,42255,1.12,1.117,1.1229,1.1152
09-09-15,42256,1.1207,1.1202,1.1219,1.1133
10-09-15,42257,1.128,1.1209,1.1299,1.1174
11-09-15,42258,1.134,1.1279,1.1349,1.1254
14-09-15,42261,1.1321,1.1338,1.1375,1.1285
15-09-15,42262,1.1267,1.1313,1.1328,1.1258
16-09-15,42263,1.129,1.1267,1.1321,1.1212
17-09-15,42264,1.1437,1.129,1.1442,1.1284
18-09-15,42265,1.1305,1.1435,1.146,1.1267
21-09-15,42268,1.1189,1.1284,1.1332,1.1183
22-09-15,42269,1.112,1.1188,1.1209,1.1114
23-09-15,42270,1.1187,1.112,1.1214,1.1105
24-09-15,42271,1.123,1.1185,1.1296,1.1164
25-09-15,42272,1.1195,1.1227,1.1231,1.1115
28-09-15,42275,1.1246,1.1195,1.125,1.1149
29-09-15,42276,1.1249,1.1247,1.1285,1.1196
30-09-15,42277,1.1177,1.1246,1.1262,1.1157
01-10-15,42278,1.1195,1.1176,1.121,1.1134
02-10-15,42279,1.1211,1.1196,1.1319,1.1151
05-10-15,42282,1.1185,1.122,1.129,1.117
06-10-15,42283,1.1271,1.1193,1.1282,1.1174
07-10-15,42284,1.1235,1.1269,1.1284,1.121
08-10-15,42285,1.1279,1.1235,1.1325,1.1232
09-10-15,42286,1.1358,1.1282,1.1391,1.1269
12-10-15,42289,1.1355,1.1355,1.1397,1.1351
13-10-15,42290,1.1379,1.1358,1.1413,1.1346
14-10-15,42291,1.1473,1.1378,1.149,1.1374
15-10-15,42292,1.1383,1.1474,1.1496,1.1363
16-10-15,42293,1.1347,1.1383,1.1397,1.1334
19-10-15,42296,1.1327,1.1352,1.1382,1.1307
20-10-15,42297,1.1345,1.1326,1.1387,1.1324
21-10-15,42298,1.1339,1.1347,1.138,1.1335
22-10-15,42299,1.1107,1.1338,1.1351,1.1098
23-10-15,42300,1.1018,1.1111,1.1142,1.0997
26-10-15,42303,1.1056,1.1008,1.1069,1.0987
27-10-15,42304,1.1048,1.1056,1.1079,1.1029
28-10-15,42305,1.092,1.105,1.1096,1.0894
29-10-15,42306,1.0976,1.0924,1.0985,1.0903
30-10-15,42307,1.1006,1.0976,1.1073,1.0964
02-11-15,42310,1.1015,1.1015,1.1053,1.1001
03-11-15,42311,1.0968,1.1014,1.1031,1.0936
04-11-15,42312,1.0863,1.0962,1.0968,1.0842
05-11-15,42313,1.0884,1.0865,1.0898,1.0835
06-11-15,42314,1.0741,1.0886,1.0896,1.0709
09-11-15,42317,1.0752,1.0738,1.0793,1.0719
10-11-15,42318,1.0724,1.0751,1.0764,1.0673
11-11-15,42319,1.0744,1.0724,1.0774,1.0705
12-11-15,42320,1.0817,1.0743,1.0829,1.069
13-11-15,42321,1.0779,1.0816,1.0818,1.0715
16-11-15,42324,1.0686,1.0751,1.0781,1.0675
17-11-15,42325,1.0644,1.069,1.0696,1.0633
18-11-15,42326,1.0659,1.064,1.0694,1.0617
19-11-15,42327,1.0734,1.0657,1.0764,1.0654
20-11-15,42328,1.0646,1.0736,1.0745,1.0641
23-11-15,42331,1.0636,1.0647,1.0658,1.0593
24-11-15,42332,1.0641,1.0634,1.0674,1.062
25-11-15,42333,1.0627,1.0642,1.069,1.0566
26-11-15,42334,1.061,1.0627,1.0633,1.06
27-11-15,42335,1.0593,1.061,1.064,1.057
30-11-15,42338,1.0564,1.0591,1.0596,1.0558
01-12-15,42339,1.0631,1.0566,1.0638,1.0562
02-12-15,42340,1.0615,1.0633,1.0644,1.0553
03-12-15,42341,1.0941,1.0616,1.0983,1.0541
04-12-15,42342,1.0886,1.0939,1.0957,1.0837
07-12-15,42345,1.0835,1.0859,1.0888,1.0795
08-12-15,42346,1.0894,1.0835,1.0901,1.0827
09-12-15,42347,1.1025,1.0888,1.1042,1.0877
10-12-15,42348,1.0941,1.1027,1.1029,1.0924
11-12-15,42349,1.0989,1.0943,1.1033,1.0926
14-12-15,42352,1.0992,1.0985,1.105,1.0946
15-12-15,42353,1.0928,1.0991,1.1059,1.0903
16-12-15,42354,1.0913,1.0932,1.1008,1.0888
17-12-15,42355,1.0825,1.0915,1.0915,1.08
18-12-15,42356,1.0868,1.0828,1.0877,1.0806
21-12-15,42359,1.0915,1.0863,1.0941,1.0848
22-12-15,42360,1.0955,1.0913,1.0985,1.0901
23-12-15,42361,1.0909,1.0955,1.0957,1.0869
24-12-15,42362,1.0972,1.0913,1.0976,1.0903
25-12-15,42363,1.0977,1.0973,1.0979,1.0945
28-12-15,42366,1.0968,1.0965,1.0995,1.0951
29-12-15,42367,1.0917,1.0968,1.0992,1.0899
30-12-15,42368,1.0932,1.092,1.0947,1.0903
31-12-15,42369,1.0861,1.0932,1.0938,1.085
01-01-16,42370,1.086,1.0862,1.0869,1.0845
04-01-16,42373,1.0831,1.0858,1.0949,1.0783
05-01-16,42374,1.0748,1.0831,1.084,1.0711
06-01-16,42375,1.0781,1.0749,1.0802,1.0721
07-01-16,42376,1.0936,1.0779,1.0941,1.077
08-01-16,42377,1.0932,1.0934,1.0936,1.0804
11-01-16,42380,1.086,1.0923,1.0969,1.0847
12-01-16,42381,1.0857,1.0859,1.0904,1.0822
13-01-16,42382,1.0877,1.0858,1.0891,1.0807
14-01-16,42383,1.0865,1.088,1.0945,1.0835
15-01-16,42384,1.0917,1.0866,1.0987,1.0855
18-01-16,42387,1.0892,1.0918,1.0941,1.0869
19-01-16,42388,1.0909,1.0892,1.0941,1.0861
20-01-16,42389,1.0891,1.091,1.0977,1.0877
21-01-16,42390,1.0874,1.0893,1.0922,1.0779
22-01-16,42391,1.0797,1.0874,1.0879,1.079
25-01-16,42394,1.0849,1.0799,1.0858,1.0788
26-01-16,42395,1.0871,1.085,1.0875,1.0819
27-01-16,42396,1.0893,1.0871,1.0917,1.0851
28-01-16,42397,1.0939,1.0891,1.0969,1.0869
29-01-16,42398,1.0837,1.0938,1.0951,1.0812
01-02-16,42401,1.0888,1.0833,1.0915,1.0814
02-02-16,42402,1.0919,1.0892,1.0944,1.0886
03-02-16,42403,1.1104,1.0917,1.1146,1.0903
04-02-16,42404,1.1208,1.1104,1.124,1.107
05-02-16,42405,1.1159,1.1209,1.1246,1.111
08-02-16,42408,1.1198,1.1159,1.1218,1.1087
09-02-16,42409,1.1293,1.1197,1.1339,1.1163
10-02-16,42410,1.129,1.1292,1.1311,1.1159
11-02-16,42411,1.1324,1.1292,1.1378,1.1274
12-02-16,42412,1.126,1.1328,1.1335,1.1215
15-02-16,42415,1.1155,1.1251,1.1253,1.1127
16-02-16,42416,1.1144,1.1155,1.1196,1.1123
17-02-16,42417,1.1128,1.1143,1.118,1.1104
18-02-16,42418,1.1107,1.113,1.1153,1.1072
19-02-16,42419,1.1134,1.1107,1.114,1.1067
22-02-16,42422,1.1029,1.1128,1.1137,1.1003
23-02-16,42423,1.102,1.1031,1.1055,1.0991
24-02-16,42424,1.1013,1.1019,1.1047,1.0957
25-02-16,42425,1.1023,1.1014,1.1052,1.0987
26-02-16,42426,1.0934,1.102,1.1071,1.0913
29-02-16,42429,1.0873,1.0932,1.0964,1.0858
01-03-16,42430,1.0867,1.0873,1.0896,1.0835
02-03-16,42431,1.0868,1.0868,1.0881,1.0825
03-03-16,42432,1.0957,1.0867,1.0974,1.0853
04-03-16,42433,1.1004,1.0958,1.1045,1.0903
07-03-16,42436,1.1014,1.1008,1.1027,1.094
08-03-16,42437,1.1011,1.1014,1.1059,1.0992
09-03-16,42438,1.0999,1.1012,1.1037,1.0946
10-03-16,42439,1.1177,1.0998,1.1218,1.0821
11-03-16,42440,1.1153,1.1177,1.1212,1.1081
14-03-16,42443,1.1106,1.1151,1.1177,1.1076
15-03-16,42444,1.1109,1.11,1.1125,1.1071
16-03-16,42445,1.1225,1.111,1.1245,1.1058
17-03-16,42446,1.1319,1.1224,1.1344,1.1205
18-03-16,42447,1.127,1.1319,1.1339,1.1257
21-03-16,42450,1.1241,1.127,1.1286,1.1235
22-03-16,42451,1.1217,1.1245,1.1263,1.119
23-03-16,42452,1.1184,1.1218,1.1224,1.1158
24-03-16,42453,1.1174,1.1179,1.1188,1.1143
25-03-16,42454,1.1166,1.1176,1.1189,1.1153
28-03-16,42457,1.1196,1.1164,1.1221,1.1154
29-03-16,42458,1.1291,1.1198,1.1305,1.1168
30-03-16,42459,1.1338,1.129,1.1366,1.1281
31-03-16,42460,1.138,1.1338,1.1413,1.1309
01-04-16,42461,1.1387,1.138,1.1439,1.1334
04-04-16,42464,1.1392,1.1393,1.1414,1.1357
05-04-16,42465,1.1384,1.1389,1.1406,1.1336
06-04-16,42466,1.1399,1.1384,1.1434,1.1327
07-04-16,42467,1.1377,1.1398,1.1455,1.1337
08-04-16,42468,1.1401,1.1379,1.1421,1.1349
11-04-16,42471,1.1408,1.1407,1.1448,1.1373
12-04-16,42472,1.1386,1.1408,1.1466,1.1347
13-04-16,42473,1.1274,1.1385,1.1393,1.1266
14-04-16,42474,1.1268,1.1274,1.1296,1.1234
15-04-16,42475,1.1283,1.1271,1.132,1.1246
18-04-16,42478,1.1314,1.1297,1.1334,1.1274
19-04-16,42479,1.1358,1.1314,1.1387,1.1302
20-04-16,42480,1.1297,1.1356,1.1388,1.1288
21-04-16,42481,1.1288,1.1297,1.1396,1.1272
22-04-16,42482,1.1234,1.1291,1.1312,1.122
25-04-16,42485,1.1266,1.1231,1.128,1.1216
26-04-16,42486,1.1299,1.1264,1.1339,1.1255
27-04-16,42487,1.1321,1.1298,1.1363,1.1274
28-04-16,42488,1.1353,1.132,1.137,1.1296
29-04-16,42489,1.1456,1.1354,1.1461,1.1335
02-05-16,42492,1.1532,1.1447,1.1539,1.1446
